service,food,place,menu,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,RestaurantsTakeOut,RestaurantsDelivery,OutdoorSeating
-1.0,,1.0,,Pearle Vision,1528 Walnut St,Philadelphia,AZ,19102,39.9493715,-75.1675029,2.5,51,1,"Health & Medical, Shopping, Eyewear & Opticians, Optometrists","{'Monday': '10:0-18:0', 'Tuesday': '9:0-17:0', 'Wednesday': '10:0-18:0', 'Thursday': '9:0-17:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0'}",True,False,,,
,0.0,-1.0,,Palm Shadows Apartments,1815 E Speedway Blvd,Tucson,CA,85719,32.2363457,-110.944563,2.0,6,1,"Apartments, Home Services, Real Estate",,False,False,False,False,False
,,-1.0,1.0,"Kim's Kakery, Bakery & Cafe",5452 Madison Ave,Indianapolis,PA,46227,39.6870459,-86.1351649,4.5,59,1,"Custom Cakes, Patisserie/Cake Shop, Cupcakes, Food, Desserts, Bakeries","{'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-17:0'}",True,True,True,True,
0.3333333333333333,0.0,0.6666666666666666,-1.0,O2's Tap House & Grill,10390 51st Avenue,Edmonton,PA,T6H 5X6,53.488658353,-113.4972774982,2.5,19,0,"Nightlife, Restaurants, Bars, Sports Bars, Pool Halls, American (Traditional)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",,,True,False,True
,1.0,1.0,,Burger King,14999 N Florida Ave,Tampa,NV,33613,28.087599,-82.4590705,1.5,17,1,"Restaurants, Fast Food, Burgers","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '5:0-0:0'}",True,True,False,True,False
0.0,0.4057971014492754,0.45,-0.6,Parkallen Restaurant,7018 109 Street NW,Edmonton,FL,T6H 3C1,53.5069356,-113.5123957,3.5,53,0,"Middle Eastern, Mediterranean, Restaurants, Pizza, Italian","{'Monday': '16:0-22:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}",,True,True,True,True
,,1.0,,Restaurant Depot,601 W 22nd St,Tucson,FL,85713,32.20538,-110.97821,2.0,15,1,"Wholesale Stores, Professional Services, Wholesalers, Restaurant Supplies, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-16:0', 'Sunday': '8:0-15:0'}",,,,,
0.45454545454545453,0.5319148936170213,0.15151515151515152,0.0,The Original Habit Burger Grill,5735 Hollister Ave,Goleta,PA,93117,34.4355701009,-119.8247056485,4.0,329,1,"Fast Food, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-20:0'}",True,True,True,True,True
,-0.375,-0.04166666666666666,,NY Bagel Cafe & Deli,"4514 B City Line Ave, Ste 220",Philadelphia,LA,19131,40.0027825,-75.2222705,3.0,52,0,"Restaurants, Food, Bagels, Breakfast & Brunch, Coffee & Tea, Sandwiches, Delis, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}",True,True,True,True,False
1.0,,1.0,,Lima Rotisserie Chicken And Peruvian Cuisine,19062 Bruce B Downs Blvd,Tampa,LA,33647,28.146239,-82.354592,4.5,55,1,"Soup, Seafood, Peruvian, Chicken Shop, Latin American, Restaurants","{'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-19:0'}",,True,True,True,True
0.3333333333333333,-0.2857142857142857,-0.14285714285714285,-0.5,Pho Bistro,903 Embarcadero Del Norte,Isla Vista,NJ,93117,34.4129345,-119.8555307,3.0,184,1,"Food, Restaurants, Chinese, Bubble Tea, Vietnamese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",True,True,True,True,True
0.35714285714285715,0.42105263157894735,0.5476190476190477,0.5,Nippon Tei,14025 Manchester Rd,Ballwin,AZ,63011,38.596068,-90.493565,4.0,254,1,"Japanese, Asian Fusion, Wine Bars, Bars, Restaurants, Sushi Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",True,False,True,False,False
,1.0,1.0,,The Lafayette at Valley Forge,1101 Penn Cir,King Of Prussia,MO,19406,40.1058091632,-75.417365,1.5,21,1,"University Housing, Home Services, Apartments, Real Estate","{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-18:0'}",False,,,,
,,,,Imperial Produce,1033 W Main St,Imperial,MO,63052,38.3691621,-90.3787739,4.5,7,1,"Fruits & Veggies, Food, Specialty Food","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",True,True,,,
,1.0,,,Sherbrooke Liquor Store,11819 Saint Albert Trail NW,Edmonton,PA,T5L 5B5,53.5710863856,-113.548768193,4.5,77,1,"Beer, Wine & Spirits, Food","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",,True,True,True,
-1.0,,-1.0,,Schnucks - Brentwood,8800 Manchester Rd,Brentwood,PA,63144,38.611343,-90.350036,2.5,24,1,"Drugstores, Grocery, Bakeries, Food, Flowers & Gifts, Delis, Restaurants, Florists, Shopping","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",True,True,False,True,
,,0.3333333333333333,,The Yoga Garden Philly,240 S 8th St,Philadelphia,FL,19107,39.9466765867,-75.1546849957,4.5,55,1,"Active Life, Fitness & Instruction, Yoga","{'Monday': '9:30-19:15', 'Tuesday': '9:30-19:15', 'Wednesday': '9:30-19:15', 'Thursday': '9:30-19:15', 'Friday': '9:30-19:15', 'Saturday': '9:0-12:0', 'Sunday': '9:0-12:0'}",True,True,,,
,-1.0,,,Thach Used Tires,4916 Causeway Blvd,Tampa,AZ,33619,27.9232395,-82.402873,5.0,5,1,"Tires, Automotive","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",True,,,,
1.0,0.7391304347826086,0.4444444444444444,1.0,Taza Mediterranean Grill,1076 East Brandon Blvd,Brandon,LA,33511,27.940439,-82.266787,4.5,65,0,"Vegan, Restaurants, Wraps, Mediterranean, Salad, Middle Eastern","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-19:30'}",True,True,True,True,False
0.2,0.28,0.5263157894736842,0.42857142857142855,Dooney's Pub Delran,1361 Fairview Blvd,Delran,IL,08075,40.0168278177,-74.9438821909,3.5,97,1,"Nightlife, Sports Bars, American (Traditional), Irish Pub, Bars, Arts & Entertainment, Irish, Music Venues, Restaurants, Pubs","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",True,True,True,True,True
0.0,0.38095238095238093,0.14583333333333334,0.0,Our Daily Bread,2700 De La Vina St,Santa Barbara,AB,93105,34.435812,-119.725001,3.5,106,0,"Restaurants, Cafes, Breakfast & Brunch, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '6:30-15:30', 'Wednesday': '6:30-15:30', 'Thursday': '6:30-15:30', 'Friday': '6:30-15:30', 'Saturday': '6:30-15:30', 'Sunday': '6:30-16:0'}",True,True,True,False,True
-1.0,-0.3333333333333333,1.0,1.0,Tapper Pub,3832 Britton Plz,Tampa,LA,33611,27.907526,-82.502693,4.0,29,1,"Sandwiches, Pubs, Bars, Nightlife, Dive Bars, Restaurants","{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",True,True,True,False,True
0.625,0.0,0.3555555555555555,0.0,The Eagle Inn,232 Natoma Ave,Santa Barbara,FL,93101,34.4105211033,-119.6943283081,4.5,368,1,"Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",True,,,,
-0.3333333333333333,0.5384615384615384,0.8181818181818182,0.0,Bauernschmaus Restaurant,6796 99 St Nw,Edmonton,AZ,T6E 5B8,53.5047653,-113.4869063,4.0,29,1,"German, Restaurants","{'Tuesday': '11:30-14:0', 'Wednesday': '11:30-14:0', 'Thursday': '11:30-14:0', 'Friday': '11:30-14:0', 'Saturday': '17:0-22:0', 'Sunday': '11:30-14:0'}",True,False,False,False,False
,0.0,,1.0,Players Pub,16024 N Oracle Rd,Tucson,CA,85739,32.4969449,-110.9254696,4.0,10,1,"Bars, Nightlife, Sports Bars","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}",True,False,,,True
,1.0,,,Petco,5405 Broadway Blvd,Tucson,AZ,85711,32.2217,-110.8772,2.5,30,1,"Pet Groomers, Pet Stores, Pets, Pet Services, Pet Training","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-22:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-20:0', 'Sunday': '10:0-19:0'}",True,,False,False,False
0.5,1.0,0.3333333333333333,0.3333333333333333,Chick-fil-A,1033 Glenbrook Way,Hendersonville,PA,37075,36.3320783,-86.6203347,3.5,38,1,"Restaurants, Caterers, Fast Food, Event Planning & Services, Chicken Shop","{'Monday': '0:0-0:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-20:0'}",True,False,True,True,False
0.6428571428571429,0.5918367346938775,0.574468085106383,0.1875,Cool Springs Brewery,"600A Frazier Dr, Ste 135",Franklin,FL,37067,35.945213,-86.821891,3.5,264,1,"American (Traditional), Fish & Chips, Restaurants, Brewpubs, Breweries, Food, Gastropubs, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",True,True,True,,False
0.0,0.05263157894736842,-0.5333333333333333,-0.3333333333333333,Arby's,509 Canal St,New Orleans,FL,70130,29.9521203,-90.0671077,2.5,38,0,"Restaurants, Fast Food",,True,False,True,False,False
0.2727272727272727,0.6129032258064516,0.34782608695652173,0.5,Giovanni's Kitchen,8831 Ladue Rd,Saint Louis,LA,63124,38.653356,-90.3504344,4.0,75,0,"Restaurants, Italian","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",True,True,True,False,True
-0.3333333333333333,0.0,0.0,-1.0,Wienerschnitzel,6346 North Oracle Rd,Tucson,IL,85704,32.3219813,-110.9740882,3.0,28,1,"Restaurants, Burgers, Fast Food, Hot Dogs, Sandwiches","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-22:0'}",True,True,True,True,False
,1.0,,,Mary Brown's Famous Chicken & Taters,4004 50 Street NW,Edmonton,FL,T6L 5N3,53.4763431,-113.4175718,3.0,16,1,"Fast Food, Restaurants, American (New), Canadian (New)","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",,False,True,False,False
1.0,1.0,-0.25,,Best Donair,15043 Stony Plain Road NW,Edmonton,LA,T5P 4W1,53.540313,-113.580598,4.0,18,1,"Food, Donairs","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",,False,True,False,False
,1.0,,,Valerio Coffee Roasters,4373 Main St,Philadelphia,PA,19127,40.0252890632,-75.2227872271,4.0,34,1,"Coffee & Tea, Bagels, Food, Breakfast & Brunch, Restaurants","{'Tuesday': '8:0-14:30', 'Wednesday': '8:0-14:30', 'Thursday': '8:0-14:30', 'Friday': '8:0-14:30', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",True,True,True,False,True
1.0,0.75,0.6666666666666666,0.75,Shanghai Station,4002 Spruce St,Philadelphia,PA,19104,39.9516153765,-75.2033457223,4.0,46,0,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",,True,False,True,False,False
-0.5,0.47368421052631576,0.23076923076923078,0.6,Wimpys Original,1015 N Providence Rd,Media,LA,19063,39.931526,-75.3879663,4.0,114,1,"Restaurants, Hot Dogs, Cheesesteaks, American (Traditional), Burgers, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",True,True,True,True,True
,0.5,-0.6666666666666666,,Biggest Little City Wing Fest,400 N Virginia St,Reno,PA,89501,39.530154,-119.8140466,4.0,40,1,"Festivals, Arts & Entertainment, Food, Street Vendors",,True,,,,
0.24,0.19607843137254902,0.07894736842105263,-0.2222222222222222,Barrelhouse Pub and Grill,5181 N Glenwood St,Garden City,AZ,83714,43.6518350289,-116.280101873,3.0,178,1,"Nightlife, American (New), Burgers, Bars, Restaurants, Pubs","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-21:0'}",True,True,True,True,True
,1.0,,,River Horse Brewing Company,2 Graphics Dr,Ewing Township,IL,08628,40.2763769,-74.796004,4.0,46,1,"Food, Breweries","{'Friday': '14:0-20:0', 'Saturday': '14:0-20:0', 'Sunday': '12:0-18:0'}",True,False,True,,
0.3333333333333333,0.07407407407407408,0.33333333333333337,0.0,Sweet Lorraine's Cafe and Bar,Rt 202 and St Rd,Lahaska,FL,18931,40.346999,-75.029548,2.0,15,0,"Food, Beer, Wine & Spirits, Bars, Nightlife, American (New), Restaurants","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-21:0'}",True,,True,False,True
0.3333333333333333,0.5833333333333334,-0.4,0.3333333333333333,New Golden Buffet,"700 Nutt Rd, Ste 701",Phoenixville,FL,19460,40.133113,-75.5342207,2.5,30,0,"Restaurants, Chinese","{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '12:0-21:0'}",True,True,True,True,False
-1.0,0.6666666666666666,0.6,1.0,Olympia Pizzeria & Restaurant,209 W Germantown Pike,East Norriton,TN,19401,40.1463801,-75.3222002,4.0,73,1,"Pizza, Restaurants, Greek","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}",True,True,True,True,False
0.8,0.8,0.34722222222222227,1.0,JH Cafe,"3120 Cleary Ave, Ste A",Metairie,AB,70002,30.0021853,-90.1726033,4.5,58,0,"Restaurants, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:30-21:0'}",True,False,True,False,False
-1.0,1.0,0.0,,Starbucks,401 S Dale Mabry Hwy,Tampa,FL,33609,27.9410445,-82.5061125,2.5,28,0,"Food, Coffee & Tea, Restaurants","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-22:0'}",True,True,True,,True
1.0,1.0,1.0,,Bandwagon Hall,2151 Lemay Ferry Rd,Saint Louis,ID,63125,38.5258314,-90.2982569,2.5,6,0,"Arts & Entertainment, Venues & Event Spaces, Event Planning & Services, Social Clubs, Casinos",,,,,,
0.5,0.0,-0.3333333333333333,1.0,E and L Pizza,2810 34th St N,St. Petersburg,NJ,33713,27.7974544,-82.6804818,4.0,45,1,"American (Traditional), Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:45', 'Wednesday': '11:0-20:45', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}",True,True,True,True,False
,1.0,,,Hugs & Yogurt Cafe,2844 W Moreland Rd,Willow Grove,IN,19090,40.1478414,-75.1280399,4.0,15,0,"Ice Cream & Frozen Yogurt, Cafes, Juice Bars & Smoothies, Coffee & Tea, Food, Restaurants, Desserts","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",True,True,True,False,False
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Panera Bread,2605 Street Rd,Bensalem,DE,19020,40.109093688,-74.9512557685,3.0,47,1,"American (New), Restaurants, Bakeries, Food, Sandwiches, Soup, Salad, Bagels, Breakfast & Brunch","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",True,False,True,True,False
0.0,1.0,0.7619047619047619,,Pacific Crest Hotel Santa Barbara,433 Corona Del Mar,Santa Barbara,LA,93103,34.4183468,-119.6713591,4.0,128,1,"Hotels, Home Services, Hotels & Travel, Real Estate, Apartments, Event Planning & Services","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",True,,,,
1.0,0.3333333333333333,0.0,,Taco Bell,1403 W US Highway 50,O Fallon,MO,62269,38.5921557583,-89.9510618445,2.0,18,1,"Mexican, Tacos, Tex-Mex, Fast Food, Breakfast & Brunch, Restaurants","{'Monday': '7:0-3:0', 'Tuesday': '7:0-3:0', 'Wednesday': '7:0-3:0', 'Thursday': '7:0-3:0', 'Friday': '7:0-4:0', 'Saturday': '7:0-4:0', 'Sunday': '7:0-3:0'}",True,,True,True,False
0.5,0.7777777777777778,0.3333333333333333,1.0,Culver's,320 State Rd 135,Greenwood,IN,46142,39.610004425,-86.1592712402,3.5,43,1,"Burgers, Food, Fast Food, Restaurants, Ice Cream & Frozen Yogurt","{'Monday': '0:0-0:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",True,True,True,False,True
1.0,0.0,0.6666666666666666,1.0,Asian Star,3148 Willits Rd,Philadelphia,TN,19136,40.0573352,-75.014859,3.0,5,0,"Thai, Restaurants, Chinese, Japanese, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-23:0'}",True,,,,
1.0,1.0,0.5,,Wyndham Garden Trenton,1 W Lafayette St,Trenton,AB,08608,40.218063,-74.766872,1.5,17,0,"Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,,,,
-1.0,-1.0,,,Chick-fil-A,"2500 W Moreland Rd, Ste 3066",Willow Grove,FL,19090,40.140274,-75.123094,4.5,16,1,"Caterers, Restaurants, Sandwiches, Chicken Shop, Event Planning & Services, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '6:0-21:0', 'Saturday': '10:0-16:0'}",True,True,True,True,False
,0.0,,-1.0,Dunkin',3515 E Bay Dr,Largo,TN,33771,27.9159611,-82.7502646,2.0,27,1,"Food, Restaurants, Donuts, Coffee & Tea","{'Monday': '4:0-23:0', 'Tuesday': '4:0-23:0', 'Wednesday': '4:0-23:0', 'Thursday': '4:0-23:0', 'Friday': '4:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-23:0'}",True,True,True,True,True
0.4117647058823529,0.7948717948717948,0.2564102564102564,0.8333333333333334,Barbecue and Bourbon,1414 Main St,Speedway,ID,46224,39.7854250831,-86.241454035,4.0,284,1,"American (New), Restaurants, Cocktail Bars, Barbeque, Bars, Nightlife","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0'}",True,True,True,True,True
1.0,,1.0,,Five Guys Burgers and Fries,"777 N Ashley Dr, Ste D2",Tampa,NV,33602,27.9495909202,-82.4603057885,3.5,14,0,"American (Traditional), Restaurants, Burgers, Fast Food, Hot Dogs","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",True,,True,False,False
1.0,0.0,1.0,1.0,Dragon Palace,"1 Southview Plz, Ste A",O Fallon,AZ,62269,38.5809642533,-89.9095141,2.5,9,0,"Restaurants, Chinese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",True,,True,False,False
-0.1,0.5416666666666666,-0.05263157894736842,1.0,Bascettis Italian Grille,1568 Main St,Dunedin,IN,34698,28.0198734,-82.7615795,3.5,83,1,"Bars, Desserts, Italian, Restaurants, Steakhouses, Food, Nightlife, Wine Bars","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",True,False,True,True,False
0.5,0.6,0.2619047619047619,,Taco & Burrito Place,4102 N Keystone Ave,Indianapolis,TN,46205,39.8300539,-86.122203,4.5,90,1,"Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",True,False,True,False,False
0.0,0.2,0.3333333333333333,,Tony Soprano's Pizza,1083 Delsea Dr,Westville,AZ,08093,39.8520593,-75.1249159,2.5,43,1,"Pizza, Restaurants, Italian",,True,True,True,True,False
0.35714285714285715,0.5,0.3783783783783784,0.6363636363636364,Flavor of India,11939 Olive Blvd,Saint Louis,NJ,63141,38.672511,-90.446686,4.0,104,0,"Restaurants, Indian","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",True,True,True,False,False
0.3333333333333333,-0.5,-0.125,,Wendy's,90 University Plaza,Newark,NJ,19702,39.66776,-75.6699693,2.0,23,1,"Restaurants, Burgers, Fast Food","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}",True,True,True,True,False
0.16666666666666666,0.4,-0.5,1.0,Chipotle Mexican Grill,269 Franklin Rd,Brentwood,PA,37027,36.029752686,-86.7914768994,2.5,77,1,"Mexican, Restaurants, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}",True,True,True,True,True
,-1.0,-1.0,,McDonald's,13600 Big Bend Rd,Valley Park,FL,63088,38.566874,-90.476937,1.5,42,1,"Burgers, Restaurants, Coffee & Tea, Fast Food, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,True,True,False
